Total_Stops,Day_of_Journey,Month_of_Journey,Flight_Duration,Airline,Source,Destination,Additional_Info
2.0,27.0,6.0,1.7313974358227124,1.0,2.0,1.0,6.0
1.0,27.0,6.0,0.4383973761344655,0.0,2.0,1.0,6.0
0.0,18.0,3.0,-1.1752666983564668,3.0,4.0,3.0,6.0
1.0,18.0,5.0,2.1658454558779634,1.0,3.0,0.0,6.0
1.0,6.0,5.0,1.8348374405977723,4.0,3.0,0.0,4.0
2.0,6.0,5.0,0.3142693704043938,1.0,3.0,0.0,6.0
0.0,3.0,5.0,-0.9890746897613591,4.0,0.0,2.0,6.0
0.0,18.0,6.0,-1.061482693103901,8.0,3.0,0.0,5.0
1.0,24.0,3.0,0.3142693704043938,4.0,0.0,5.0,4.0
1.0,3.0,3.0,-0.006394644398291487,4.0,2.0,1.0,6.0
1.0,6.0,4.0,0.7280293895046328,4.0,2.0,1.0,4.0
2.0,21.0,5.0,-0.058114646785821365,6.0,2.0,1.0,6.0
1.0,27.0,3.0,-0.006394644398291487,4.0,2.0,1.0,6.0
2.0,3.0,3.0,1.5865814291376288,1.0,2.0,1.0,6.0
1.0,15.0,5.0,-0.2753386568134469,6.0,2.0,1.0,6.0
1.0,24.0,3.0,1.96930944680535,4.0,3.0,0.0,6.0
1.0,24.0,6.0,0.4383973761344655,4.0,2.0,1.0,4.0
1.0,3.0,6.0,-0.7408186783012157,8.0,2.0,1.0,6.0
0.0,6.0,5.0,-1.040794692148889,1.0,3.0,0.0,6.0
1.0,12.0,6.0,-0.49256266684107236,3.0,2.0,1.0,6.0
1.0,24.0,6.0,-0.6684106749586739,4.0,2.0,1.0,6.0
1.0,15.0,5.0,0.17979736419681608,4.0,3.0,0.0,4.0
2.0,9.0,5.0,1.989997447760362,4.0,2.0,1.0,4.0
0.0,1.0,5.0,-0.9994186902388652,3.0,0.0,2.0,6.0
1.0,9.0,3.0,0.19014136467432205,6.0,2.0,1.0,4.0
0.0,9.0,5.0,-0.9787306892838532,4.0,0.0,2.0,4.0
2.0,12.0,6.0,2.010685448715374,1.0,3.0,0.0,6.0
1.0,9.0,5.0,1.7210534353452065,4.0,2.0,1.0,4.0
1.0,9.0,5.0,1.3693574191100033,4.0,3.0,0.0,4.0
1.0,21.0,3.0,-0.7201306773462038,3.0,2.0,1.0,6.0
1.0,6.0,5.0,-0.30637065824596477,4.0,3.0,0.0,6.0
1.0,12.0,6.0,0.3556453723144177,4.0,2.0,1.0,4.0
0.0,1.0,4.0,-0.9994186902388652,8.0,0.0,2.0,5.0
1.0,12.0,6.0,1.4417654224525451,1.0,2.0,1.0,6.0
0.0,18.0,6.0,-0.9476986878513353,4.0,2.0,1.0,6.0
1.0,24.0,3.0,1.0486934043073182,4.0,3.0,0.0,6.0
1.0,27.0,6.0,-0.23396265490342297,6.0,2.0,1.0,4.0
1.0,24.0,3.0,0.11773336133178022,4.0,3.0,0.0,6.0
2.0,27.0,3.0,0.4694293775669834,3.0,2.0,1.0,6.0
1.0,12.0,6.0,0.39702137422444156,6.0,2.0,1.0,6.0
1.0,6.0,6.0,0.06601335894425034,4.0,3.0,0.0,6.0
1.0,6.0,3.0,0.9969734019197882,4.0,0.0,5.0,6.0
0.0,1.0,6.0,-1.0097626907163713,1.0,0.0,2.0,6.0
2.0,12.0,3.0,0.02463735703422644,1.0,0.0,5.0,6.0
0.0,18.0,4.0,-0.9476986878513353,4.0,2.0,1.0,6.0
1.0,24.0,6.0,-0.5856586711386261,2.0,2.0,1.0,6.0
1.0,1.0,6.0,-0.7304746778237098,4.0,2.0,1.0,4.0
1.0,15.0,6.0,-0.2753386568134469,6.0,2.0,1.0,6.0
1.0,24.0,4.0,0.44874137661197144,0.0,2.0,1.0,6.0
2.0,15.0,6.0,1.3383254176774855,4.0,2.0,1.0,4.0
0.0,6.0,6.0,-1.0097626907163713,0.0,0.0,2.0,6.0
0.0,1.0,6.0,-1.040794692148889,8.0,3.0,0.0,5.0
1.0,21.0,5.0,0.15910936324180414,4.0,3.0,0.0,6.0
0.0,21.0,6.0,-1.0201066911938772,8.0,0.0,2.0,5.0
1.0,18.0,3.0,0.0867013598992623,4.0,0.0,5.0,4.0
1.0,12.0,6.0,-0.5339386687510963,6.0,2.0,1.0,6.0
0.0,21.0,3.0,-0.9890746897613591,3.0,0.0,5.0,6.0
1.0,21.0,3.0,1.2452294133799315,1.0,2.0,1.0,6.0
1.0,27.0,6.0,1.3900454200650152,4.0,2.0,1.0,4.0
0.0,24.0,4.0,-0.9683866888063473,4.0,0.0,2.0,4.0
1.0,6.0,5.0,1.3072934162449674,4.0,3.0,0.0,6.0
1.0,27.0,3.0,0.10738936085427425,1.0,2.0,1.0,6.0
0.0,24.0,3.0,-0.9890746897613591,9.0,0.0,5.0,6.0
1.0,3.0,6.0,0.2935813694493818,6.0,2.0,1.0,6.0
1.0,1.0,6.0,1.5969254296151347,4.0,2.0,1.0,6.0
1.0,3.0,3.0,-0.1305226501283632,4.0,2.0,1.0,4.0
1.0,6.0,3.0,-0.20293065347090503,1.0,2.0,1.0,6.0
0.0,27.0,6.0,-1.1649226978789609,3.0,4.0,3.0,6.0
0.0,6.0,6.0,-0.9994186902388652,3.0,0.0,2.0,6.0
1.0,9.0,5.0,0.2935813694493818,1.0,3.0,0.0,6.0
2.0,18.0,5.0,-0.30637065824596477,4.0,2.0,1.0,4.0
1.0,6.0,6.0,-0.047770646308315394,3.0,2.0,1.0,6.0
0.0,9.0,6.0,-1.061482693103901,9.0,1.0,4.0,6.0
2.0,27.0,6.0,1.565893428182617,1.0,2.0,1.0,6.0
1.0,9.0,6.0,1.948621445850338,4.0,3.0,0.0,4.0
1.0,27.0,5.0,-0.2753386568134469,4.0,2.0,1.0,4.0
2.0,9.0,6.0,0.23151736658434596,1.0,3.0,0.0,6.0
1.0,15.0,4.0,-0.8339146825987696,3.0,3.0,0.0,6.0
2.0,21.0,3.0,0.0,4.0,2.0,1.0,6.0
1.0,6.0,6.0,0.5521813813870312,6.0,2.0,1.0,6.0
0.0,6.0,3.0,-1.1959546993114787,1.0,4.0,3.0,6.0
0.0,6.0,4.0,-1.0097626907163713,3.0,3.0,0.0,6.0
1.0,9.0,6.0,1.8348374405977723,4.0,3.0,0.0,6.0
2.0,27.0,5.0,0.9762854009647762,4.0,2.0,1.0,6.0
0.0,6.0,6.0,-1.1649226978789609,1.0,4.0,3.0,6.0
1.0,1.0,3.0,-0.4511866649310485,4.0,0.0,5.0,6.0
0.0,9.0,5.0,-0.9994186902388652,8.0,0.0,2.0,5.0
1.0,3.0,6.0,-0.7511626787787218,3.0,2.0,1.0,6.0
1.0,27.0,4.0,-0.23396265490342297,6.0,2.0,1.0,4.0
1.0,21.0,3.0,1.979653447282856,4.0,2.0,1.0,6.0
1.0,3.0,3.0,0.7383733899821388,1.0,2.0,1.0,6.0
0.0,27.0,4.0,-1.0304506916713831,3.0,3.0,0.0,6.0
1.0,18.0,3.0,-0.4511866649310485,4.0,0.0,5.0,6.0
0.0,27.0,4.0,-1.0097626907163713,2.0,0.0,2.0,6.0
0.0,24.0,6.0,-0.9890746897613591,4.0,0.0,2.0,4.0
0.0,1.0,6.0,-0.9476986878513353,4.0,2.0,1.0,4.0
1.0,3.0,6.0,1.1521334090823778,4.0,2.0,1.0,4.0
1.0,15.0,6.0,0.5625253818645372,4.0,2.0,1.0,4.0
0.0,24.0,3.0,-1.061482693103901,3.0,1.0,4.0,6.0
2.0,24.0,6.0,1.948621445850338,1.0,2.0,1.0,6.0
0.0,3.0,4.0,-1.0097626907163713,3.0,0.0,2.0,6.0
2.0,6.0,3.0,1.3486694181549914,1.0,2.0,1.0,6.0
0.0,15.0,6.0,-1.1649226978789609,3.0,4.0,3.0,6.0
1.0,15.0,6.0,0.10738936085427425,6.0,2.0,1.0,6.0
1.0,6.0,6.0,-0.37877866158850665,6.0,2.0,1.0,6.0
1.0,21.0,5.0,0.02463735703422644,4.0,3.0,0.0,6.0
2.0,18.0,5.0,2.321005463040553,4.0,2.0,1.0,6.0
1.0,21.0,5.0,2.0727494515804095,4.0,2.0,1.0,4.0
1.0,12.0,6.0,0.645277385684585,3.0,2.0,1.0,6.0
0.0,21.0,4.0,-0.9580426883288413,9.0,2.0,1.0,6.0
1.0,9.0,5.0,-0.7821946802112397,3.0,2.0,1.0,6.0
0.0,24.0,5.0,-1.1649226978789609,4.0,4.0,3.0,4.0
1.0,27.0,6.0,0.1694533637193101,1.0,2.0,1.0,6.0
0.0,6.0,5.0,-1.1752666983564668,4.0,4.0,3.0,6.0
0.0,18.0,5.0,-1.0097626907163713,1.0,0.0,2.0,6.0
1.0,3.0,6.0,-0.20293065347090503,6.0,2.0,1.0,6.0
1.0,1.0,4.0,-0.42015466349853053,4.0,3.0,0.0,6.0
2.0,15.0,5.0,1.131445408127366,1.0,3.0,0.0,6.0
1.0,12.0,6.0,1.7624294372552305,4.0,2.0,1.0,4.0
1.0,3.0,6.0,-0.1615546515608811,3.0,2.0,1.0,6.0
1.0,24.0,5.0,-0.4511866649310485,8.0,3.0,0.0,6.0
2.0,12.0,3.0,0.11773336133178022,1.0,4.0,3.0,6.0
1.0,27.0,5.0,0.3866773737469356,6.0,2.0,1.0,4.0
1.0,15.0,3.0,-0.5753146706611202,4.0,0.0,5.0,4.0
0.0,27.0,5.0,-1.0097626907163713,2.0,0.0,2.0,6.0
0.0,12.0,5.0,-1.040794692148889,0.0,3.0,0.0,6.0
2.0,6.0,3.0,1.7313974358227124,1.0,2.0,1.0,6.0
2.0,18.0,5.0,-0.1305226501283632,1.0,3.0,0.0,6.0
1.0,3.0,3.0,-0.7304746778237098,3.0,0.0,5.0,6.0
1.0,6.0,3.0,0.9452533995322583,4.0,2.0,1.0,6.0
1.0,21.0,3.0,-0.23396265490342297,6.0,2.0,1.0,4.0
1.0,27.0,5.0,0.5625253818645372,4.0,2.0,1.0,4.0
1.0,12.0,5.0,0.7383733899821388,4.0,3.0,0.0,4.0
1.0,27.0,5.0,-0.35809066063349465,6.0,2.0,1.0,4.0
0.0,27.0,5.0,-0.9787306892838532,4.0,0.0,2.0,6.0
1.0,1.0,6.0,-0.40981066302102453,6.0,2.0,1.0,6.0
1.0,15.0,5.0,-0.40981066302102453,6.0,2.0,1.0,6.0
0.0,12.0,4.0,-1.040794692148889,3.0,3.0,0.0,6.0
0.0,21.0,5.0,-0.9890746897613591,3.0,0.0,2.0,6.0
1.0,9.0,5.0,-0.07880264774083331,6.0,2.0,1.0,6.0
1.0,1.0,4.0,2.0417174501478916,4.0,3.0,0.0,6.0
2.0,24.0,6.0,1.989997447760362,4.0,2.0,1.0,6.0
0.0,9.0,3.0,-1.0304506916713831,3.0,1.0,4.0,6.0
2.0,12.0,6.0,0.32461337088189973,4.0,2.0,1.0,6.0
1.0,12.0,3.0,0.4694293775669834,1.0,4.0,3.0,6.0
1.0,27.0,6.0,0.5108053794770073,6.0,2.0,1.0,4.0
1.0,1.0,5.0,0.09704536037676827,9.0,3.0,0.0,6.0
2.0,3.0,3.0,1.4727974238850632,4.0,2.0,1.0,6.0
0.0,1.0,6.0,-1.051138692626395,3.0,1.0,4.0,6.0
0.0,3.0,5.0,-0.9787306892838532,4.0,0.0,2.0,4.0
1.0,27.0,5.0,0.5625253818645372,6.0,2.0,1.0,6.0
1.0,18.0,5.0,1.5865814291376288,1.0,2.0,1.0,6.0
1.0,1.0,4.0,0.10738936085427425,4.0,3.0,0.0,6.0
1.0,27.0,4.0,-0.6373786735261561,3.0,2.0,1.0,6.0
1.0,9.0,6.0,0.13842136228679217,6.0,2.0,1.0,6.0
0.0,21.0,3.0,-1.1752666983564668,8.0,4.0,3.0,6.0
0.0,18.0,3.0,-1.0201066911938772,8.0,3.0,0.0,5.0
1.0,18.0,5.0,0.0,1.0,2.0,1.0,6.0
1.0,27.0,5.0,-0.2856826572909528,3.0,2.0,1.0,6.0
1.0,27.0,5.0,1.452109422930051,4.0,2.0,1.0,4.0
1.0,18.0,5.0,0.1280773618092862,4.0,2.0,1.0,6.0
2.0,24.0,6.0,2.0210294491928797,4.0,2.0,1.0,6.0
0.0,15.0,4.0,-0.9787306892838532,3.0,0.0,2.0,6.0
1.0,21.0,3.0,0.7073413885496208,4.0,2.0,1.0,6.0
1.0,24.0,3.0,1.565893428182617,4.0,3.0,0.0,4.0
0.0,18.0,6.0,-1.1649226978789609,3.0,4.0,3.0,6.0
1.0,21.0,5.0,-0.23396265490342297,4.0,2.0,1.0,6.0
1.0,24.0,4.0,-0.6166906725711441,2.0,2.0,1.0,6.0
1.0,15.0,5.0,1.3072934162449674,4.0,3.0,0.0,6.0
1.0,18.0,5.0,0.13842136228679217,6.0,2.0,1.0,6.0
0.0,18.0,5.0,-1.071826693581407,8.0,1.0,4.0,6.0
0.0,21.0,4.0,-0.9994186902388652,3.0,0.0,2.0,6.0
0.0,21.0,6.0,-0.9683866888063473,1.0,2.0,1.0,6.0
1.0,3.0,3.0,-0.19258665299339905,6.0,2.0,1.0,6.0
1.0,27.0,3.0,1.896901443462808,4.0,2.0,1.0,4.0
1.0,27.0,5.0,0.1694533637193101,6.0,2.0,1.0,6.0
0.0,27.0,5.0,-0.9890746897613591,4.0,0.0,2.0,6.0
0.0,18.0,5.0,-1.0304506916713831,9.0,0.0,2.0,6.0
1.0,15.0,3.0,-0.5546266697061082,1.0,0.0,5.0,6.0
0.0,24.0,6.0,-0.9787306892838532,4.0,0.0,2.0,4.0
1.0,9.0,5.0,0.8314693942796926,4.0,3.0,0.0,6.0
2.0,1.0,6.0,1.2866054152899555,1.0,2.0,1.0,6.0
1.0,9.0,6.0,1.7934614386877483,4.0,3.0,0.0,6.0
2.0,12.0,6.0,0.7900933923696687,1.0,3.0,0.0,6.0
1.0,12.0,5.0,-0.5235946682735902,4.0,3.0,0.0,6.0
2.0,1.0,4.0,0.8107813933246806,1.0,3.0,0.0,6.0
1.0,12.0,6.0,0.44874137661197144,4.0,3.0,0.0,6.0
1.0,9.0,3.0,0.23151736658434596,6.0,2.0,1.0,6.0
0.0,3.0,4.0,-1.1649226978789609,4.0,4.0,3.0,4.0
1.0,6.0,3.0,-0.1718986520383871,6.0,2.0,1.0,4.0
0.0,1.0,4.0,-1.1649226978789609,3.0,4.0,3.0,6.0
1.0,21.0,3.0,-0.40981066302102453,6.0,2.0,1.0,6.0
1.0,3.0,6.0,-0.2753386568134469,6.0,2.0,1.0,6.0
0.0,1.0,3.0,-0.9890746897613591,2.0,0.0,5.0,6.0
1.0,9.0,3.0,-0.7304746778237098,3.0,2.0,1.0,6.0
2.0,12.0,6.0,1.090069406217342,1.0,2.0,1.0,6.0
0.0,24.0,5.0,-0.9683866888063473,4.0,0.0,2.0,4.0
2.0,18.0,5.0,1.876213442507796,1.0,2.0,1.0,6.0
2.0,6.0,3.0,2.0210294491928797,1.0,4.0,3.0,6.0
0.0,9.0,6.0,-1.071826693581407,1.0,1.0,4.0,6.0
0.0,24.0,4.0,-0.9994186902388652,1.0,2.0,1.0,6.0
1.0,18.0,5.0,-0.35809066063349465,6.0,2.0,1.0,6.0
0.0,9.0,3.0,-0.9994186902388652,3.0,0.0,5.0,6.0
0.0,15.0,6.0,-1.0097626907163713,3.0,3.0,0.0,6.0
1.0,9.0,3.0,-0.48221866636356636,3.0,2.0,1.0,6.0
0.0,24.0,3.0,-1.061482693103901,8.0,3.0,0.0,5.0
2.0,12.0,6.0,1.2245414124249197,1.0,2.0,1.0,6.0
1.0,12.0,6.0,0.07635735942175632,6.0,2.0,1.0,6.0
1.0,6.0,6.0,0.21082936562933402,6.0,2.0,1.0,6.0
1.0,24.0,3.0,-0.7718506797337337,4.0,0.0,5.0,4.0
0.0,12.0,6.0,-1.061482693103901,8.0,3.0,0.0,6.0
1.0,1.0,6.0,0.13842136228679217,6.0,2.0,1.0,6.0
1.0,6.0,6.0,2.010685448715374,9.0,3.0,0.0,6.0
1.0,24.0,6.0,-0.047770646308315394,6.0,2.0,1.0,6.0
1.0,12.0,6.0,0.15910936324180414,6.0,2.0,1.0,4.0
1.0,12.0,5.0,0.17979736419681608,4.0,3.0,0.0,4.0
1.0,3.0,3.0,-0.6063466720936381,8.0,2.0,1.0,6.0
1.0,12.0,6.0,0.9762854009647762,1.0,2.0,1.0,6.0
1.0,12.0,3.0,0.4797733780444894,4.0,0.0,5.0,6.0
1.0,15.0,6.0,0.4383973761344655,0.0,2.0,1.0,6.0
1.0,3.0,3.0,-0.1718986520383871,3.0,2.0,1.0,6.0
1.0,24.0,3.0,0.014293356556720465,4.0,3.0,0.0,6.0
1.0,24.0,4.0,-0.8959786854638054,3.0,3.0,0.0,6.0
1.0,21.0,3.0,-0.7511626787787218,3.0,0.0,5.0,6.0
0.0,15.0,3.0,-1.1752666983564668,3.0,4.0,3.0,6.0
1.0,18.0,5.0,-0.42015466349853053,4.0,3.0,0.0,6.0
1.0,9.0,3.0,-0.027082645353303438,1.0,0.0,5.0,6.0
1.0,1.0,4.0,1.6072694300926407,4.0,3.0,0.0,6.0
0.0,21.0,5.0,-1.061482693103901,3.0,1.0,4.0,6.0
2.0,9.0,6.0,0.9245653985772464,1.0,3.0,0.0,6.0
2.0,27.0,3.0,1.896901443462808,4.0,2.0,1.0,4.0
1.0,21.0,3.0,0.0867013598992623,6.0,2.0,1.0,6.0
1.0,6.0,6.0,-0.30637065824596477,6.0,2.0,1.0,6.0
1.0,9.0,5.0,-0.2753386568134469,8.0,3.0,0.0,6.0
2.0,27.0,6.0,-0.058114646785821365,6.0,2.0,1.0,6.0
1.0,24.0,5.0,1.8451814410752783,4.0,3.0,0.0,4.0
1.0,24.0,6.0,2.000341448237868,4.0,2.0,1.0,4.0
0.0,6.0,5.0,-1.0304506916713831,1.0,3.0,0.0,6.0
1.0,21.0,5.0,0.45908537708947744,4.0,3.0,0.0,4.0
1.0,6.0,5.0,0.2522053675393579,4.0,3.0,0.0,4.0
1.0,1.0,6.0,1.0176614028748001,4.0,2.0,1.0,4.0
0.0,18.0,3.0,-1.1959546993114787,1.0,4.0,3.0,6.0
1.0,6.0,6.0,1.7210534353452065,4.0,2.0,1.0,4.0
0.0,24.0,3.0,-1.040794692148889,0.0,3.0,0.0,6.0
1.0,1.0,6.0,1.8141494396427602,4.0,2.0,1.0,6.0
1.0,1.0,4.0,-0.6994426763911918,8.0,2.0,1.0,6.0
1.0,9.0,6.0,-0.7925386806887457,8.0,2.0,1.0,6.0
1.0,12.0,3.0,0.8211253938021866,4.0,0.0,5.0,4.0
1.0,12.0,3.0,0.6142453842520671,4.0,0.0,5.0,6.0
1.0,27.0,3.0,-0.3477466601559887,6.0,2.0,1.0,6.0
0.0,24.0,3.0,-0.9890746897613591,8.0,0.0,5.0,5.0
1.0,12.0,6.0,-0.2753386568134469,8.0,3.0,0.0,6.0
1.0,6.0,5.0,0.04532535798923839,1.0,3.0,0.0,6.0
0.0,12.0,5.0,-1.051138692626395,3.0,1.0,4.0,6.0
1.0,6.0,6.0,0.4280533756569595,3.0,2.0,1.0,6.0
2.0,3.0,3.0,0.0,4.0,2.0,1.0,6.0
0.0,18.0,3.0,-1.0201066911938772,8.0,3.0,0.0,6.0
1.0,6.0,6.0,2.1658454558779634,1.0,3.0,0.0,6.0
1.0,12.0,5.0,2.1555014554004575,4.0,3.0,0.0,4.0
1.0,27.0,5.0,-0.6166906725711441,2.0,2.0,1.0,6.0
1.0,27.0,5.0,1.5969254296151347,4.0,2.0,1.0,6.0
0.0,27.0,6.0,-0.9787306892838532,3.0,0.0,2.0,6.0
2.0,27.0,6.0,-0.4718746658860604,4.0,2.0,1.0,4.0
1.0,1.0,5.0,1.3693574191100033,4.0,3.0,0.0,4.0
0.0,27.0,6.0,-1.1649226978789609,4.0,4.0,3.0,6.0
1.0,3.0,3.0,-0.8546026835537816,1.0,0.0,5.0,6.0
2.0,12.0,6.0,-0.4408426644535425,4.0,2.0,1.0,4.0
2.0,15.0,6.0,1.3383254176774855,4.0,2.0,1.0,6.0
1.0,21.0,3.0,1.1831654105148957,4.0,2.0,1.0,6.0
1.0,18.0,3.0,-0.5235946682735902,4.0,0.0,5.0,6.0
1.0,12.0,6.0,0.15910936324180414,4.0,3.0,0.0,4.0
1.0,6.0,5.0,1.8348374405977723,4.0,3.0,0.0,6.0
1.0,6.0,6.0,0.11773336133178022,0.0,3.0,0.0,6.0
1.0,27.0,6.0,0.6659653866395969,3.0,2.0,1.0,6.0
2.0,9.0,6.0,2.1658454558779634,1.0,3.0,0.0,6.0
1.0,21.0,5.0,-0.4718746658860604,3.0,2.0,1.0,6.0
0.0,24.0,3.0,-1.1649226978789609,1.0,4.0,3.0,6.0
1.0,15.0,5.0,0.3039253699268878,4.0,3.0,0.0,4.0
1.0,9.0,6.0,0.15910936324180414,4.0,3.0,0.0,6.0
1.0,6.0,6.0,1.3072934162449674,4.0,3.0,0.0,4.0
1.0,6.0,3.0,1.1107574071723538,9.0,4.0,3.0,6.0
1.0,1.0,3.0,0.4901173785219954,4.0,0.0,5.0,0.0
1.0,27.0,3.0,-0.2856826572909528,3.0,2.0,1.0,6.0
1.0,15.0,5.0,-0.15121065108337514,1.0,3.0,0.0,6.0
0.0,24.0,4.0,-1.0201066911938772,8.0,0.0,2.0,5.0
1.0,27.0,5.0,1.8244934401202662,1.0,2.0,1.0,6.0
1.0,15.0,5.0,0.6659653866395969,9.0,3.0,0.0,6.0
1.0,27.0,6.0,-0.4718746658860604,3.0,2.0,1.0,6.0
0.0,9.0,4.0,-0.9890746897613591,8.0,0.0,2.0,5.0
1.0,21.0,5.0,-0.8959786854638054,0.0,3.0,0.0,6.0
1.0,1.0,5.0,1.131445408127366,4.0,3.0,0.0,6.0
1.0,9.0,3.0,-0.3374026596784827,6.0,2.0,1.0,4.0
1.0,9.0,6.0,-0.658066674481168,4.0,2.0,1.0,4.0
1.0,6.0,3.0,0.4280533756569595,4.0,0.0,5.0,6.0
1.0,27.0,3.0,0.07635735942175632,6.0,2.0,1.0,6.0
0.0,27.0,6.0,-1.0097626907163713,3.0,0.0,2.0,6.0
1.0,3.0,6.0,1.948621445850338,4.0,2.0,1.0,4.0
1.0,15.0,5.0,0.32461337088189973,3.0,2.0,1.0,6.0
1.0,9.0,5.0,0.07635735942175632,6.0,2.0,1.0,6.0
