Total_Stops,Day_of_Journey,Month_of_Journey,Flight_Duration,Airline,Source,Destination,Additional_Info
1.0,6.0,5.0,730.0,4.0,3.0,0.0,5.0
1.0,12.0,6.0,1055.0,4.0,3.0,0.0,7.0
1.0,3.0,4.0,305.0,3.0,2.0,1.0,7.0
1.0,21.0,5.0,1550.0,10.0,3.0,0.0,7.0
1.0,6.0,5.0,1200.0,4.0,3.0,0.0,5.0
1.0,21.0,5.0,780.0,6.0,2.0,1.0,7.0
1.0,1.0,6.0,1105.0,4.0,2.0,1.0,5.0
0.0,27.0,3.0,90.0,4.0,4.0,3.0,7.0
1.0,15.0,5.0,570.0,6.0,2.0,1.0,7.0
1.0,6.0,5.0,960.0,4.0,3.0,0.0,5.0
0.0,12.0,5.0,140.0,3.0,1.0,4.0,7.0
1.0,24.0,6.0,270.0,8.0,2.0,1.0,7.0
1.0,27.0,6.0,345.0,3.0,2.0,1.0,7.0
1.0,6.0,6.0,1450.0,4.0,3.0,0.0,5.0
0.0,3.0,6.0,155.0,3.0,3.0,0.0,7.0
0.0,12.0,6.0,165.0,0.0,0.0,2.0,7.0
1.0,3.0,3.0,295.0,3.0,0.0,5.0,7.0
1.0,27.0,3.0,1535.0,1.0,2.0,1.0,7.0
1.0,24.0,6.0,380.0,3.0,2.0,1.0,7.0
0.0,27.0,6.0,185.0,4.0,0.0,2.0,7.0
1.0,12.0,3.0,1120.0,4.0,0.0,5.0,5.0
0.0,27.0,6.0,135.0,8.0,1.0,4.0,6.0
1.0,12.0,6.0,730.0,4.0,3.0,0.0,7.0
1.0,24.0,6.0,1165.0,4.0,2.0,1.0,5.0
0.0,18.0,3.0,170.0,1.0,0.0,5.0,7.0
1.0,27.0,3.0,505.0,6.0,2.0,1.0,7.0
1.0,24.0,3.0,555.0,2.0,3.0,0.0,7.0
0.0,3.0,6.0,170.0,1.0,0.0,2.0,7.0
0.0,24.0,4.0,195.0,3.0,2.0,1.0,7.0
0.0,18.0,5.0,170.0,1.0,2.0,1.0,7.0
1.0,3.0,6.0,740.0,6.0,2.0,1.0,7.0
0.0,18.0,4.0,175.0,4.0,0.0,2.0,7.0
1.0,27.0,3.0,575.0,3.0,2.0,1.0,7.0
0.0,27.0,6.0,155.0,10.0,0.0,2.0,7.0
1.0,21.0,5.0,570.0,4.0,3.0,0.0,5.0
2.0,18.0,5.0,1760.0,4.0,2.0,1.0,7.0
0.0,12.0,5.0,175.0,3.0,0.0,2.0,7.0
1.0,6.0,6.0,315.0,8.0,2.0,1.0,7.0
1.0,6.0,6.0,545.0,6.0,2.0,1.0,7.0
1.0,3.0,6.0,645.0,6.0,2.0,1.0,7.0
1.0,1.0,6.0,295.0,3.0,2.0,1.0,7.0
0.0,24.0,6.0,90.0,4.0,4.0,3.0,5.0
1.0,9.0,6.0,700.0,10.0,3.0,0.0,7.0
0.0,1.0,6.0,165.0,3.0,0.0,2.0,7.0
0.0,12.0,5.0,175.0,4.0,0.0,2.0,7.0
1.0,9.0,6.0,600.0,6.0,2.0,1.0,7.0
0.0,12.0,4.0,165.0,1.0,0.0,2.0,7.0
1.0,12.0,6.0,615.0,1.0,2.0,1.0,7.0
0.0,18.0,3.0,85.0,4.0,4.0,3.0,5.0
1.0,9.0,5.0,555.0,6.0,2.0,1.0,7.0
2.0,9.0,6.0,1375.0,4.0,2.0,1.0,7.0
2.0,6.0,6.0,1730.0,1.0,2.0,1.0,7.0
2.0,3.0,3.0,652.9733388877318,4.0,2.0,1.0,7.0
0.0,27.0,4.0,170.0,3.0,0.0,2.0,7.0
0.0,21.0,5.0,90.0,8.0,4.0,3.0,6.0
0.0,27.0,5.0,90.0,4.0,4.0,3.0,5.0
1.0,24.0,3.0,1540.0,1.0,3.0,0.0,7.0
0.0,12.0,4.0,155.0,1.0,3.0,0.0,7.0
1.0,18.0,5.0,375.0,1.0,2.0,1.0,7.0
1.0,9.0,3.0,1050.0,4.0,2.0,1.0,5.0
1.0,1.0,5.0,345.0,3.0,2.0,1.0,7.0
0.0,1.0,5.0,155.0,0.0,3.0,0.0,7.0
1.0,6.0,3.0,1530.0,4.0,2.0,1.0,7.0
1.0,18.0,5.0,835.0,6.0,2.0,1.0,7.0
0.0,15.0,3.0,175.0,3.0,0.0,5.0,7.0
1.0,24.0,6.0,615.0,6.0,2.0,1.0,7.0
1.0,18.0,3.0,520.0,4.0,0.0,5.0,7.0
1.0,6.0,6.0,330.0,4.0,3.0,0.0,5.0
1.0,9.0,6.0,720.0,6.0,2.0,1.0,7.0
0.0,12.0,6.0,135.0,8.0,1.0,4.0,6.0
0.0,18.0,3.0,135.0,10.0,1.0,4.0,7.0
0.0,24.0,4.0,170.0,3.0,0.0,2.0,7.0
1.0,9.0,6.0,550.0,4.0,2.0,1.0,5.0
1.0,15.0,5.0,625.0,3.0,2.0,1.0,7.0
0.0,27.0,6.0,140.0,10.0,1.0,4.0,7.0
1.0,6.0,6.0,270.0,8.0,2.0,1.0,7.0
0.0,3.0,3.0,190.0,10.0,2.0,1.0,7.0
2.0,1.0,6.0,1410.0,1.0,2.0,1.0,7.0
1.0,24.0,5.0,1640.0,4.0,3.0,0.0,5.0
1.0,27.0,3.0,755.0,6.0,2.0,1.0,7.0
1.0,21.0,3.0,1455.0,1.0,2.0,1.0,7.0
0.0,21.0,3.0,80.0,8.0,4.0,3.0,7.0
0.0,9.0,5.0,165.0,1.0,0.0,2.0,7.0
0.0,21.0,6.0,180.0,4.0,0.0,2.0,5.0
1.0,6.0,6.0,660.0,4.0,2.0,1.0,7.0
2.0,3.0,6.0,810.0,4.0,2.0,1.0,7.0
0.0,3.0,6.0,170.0,3.0,0.0,2.0,7.0
0.0,3.0,3.0,175.0,2.0,0.0,5.0,7.0
0.0,18.0,3.0,165.0,3.0,3.0,0.0,7.0
1.0,9.0,3.0,675.0,3.0,2.0,1.0,7.0
2.0,21.0,5.0,875.0,1.0,3.0,0.0,7.0
1.0,21.0,3.0,835.0,6.0,2.0,1.0,7.0
1.0,24.0,6.0,845.0,3.0,2.0,1.0,7.0
1.0,12.0,6.0,905.0,1.0,3.0,0.0,7.0
0.0,1.0,3.0,135.0,1.0,1.0,4.0,7.0
1.0,6.0,3.0,900.0,4.0,0.0,5.0,5.0
1.0,1.0,5.0,775.0,4.0,3.0,0.0,7.0
1.0,12.0,6.0,540.0,6.0,2.0,1.0,7.0
1.0,1.0,6.0,735.0,1.0,2.0,1.0,7.0
2.0,6.0,6.0,460.0,6.0,2.0,1.0,7.0
1.0,9.0,4.0,1640.0,1.0,2.0,1.0,7.0
0.0,15.0,3.0,85.0,3.0,4.0,3.0,7.0
0.0,27.0,3.0,80.0,1.0,4.0,3.0,7.0
1.0,12.0,6.0,330.0,8.0,3.0,0.0,7.0
1.0,9.0,3.0,705.0,1.0,2.0,1.0,7.0
0.0,24.0,6.0,195.0,3.0,2.0,1.0,7.0
1.0,12.0,6.0,1495.0,4.0,3.0,0.0,5.0
1.0,3.0,3.0,1640.0,1.0,2.0,1.0,7.0
0.0,24.0,5.0,175.0,4.0,0.0,2.0,5.0
1.0,6.0,6.0,1025.0,4.0,3.0,0.0,5.0
0.0,6.0,5.0,160.0,3.0,3.0,0.0,7.0
1.0,27.0,5.0,480.0,6.0,2.0,1.0,5.0
0.0,12.0,5.0,180.0,3.0,0.0,2.0,7.0
1.0,24.0,6.0,1655.0,4.0,2.0,1.0,5.0
1.0,27.0,5.0,450.0,4.0,2.0,1.0,5.0
2.0,12.0,3.0,1375.0,1.0,0.0,5.0,7.0
1.0,3.0,3.0,515.0,3.0,2.0,1.0,7.0
2.0,21.0,3.0,1795.0,1.0,2.0,1.0,7.0
1.0,6.0,6.0,1335.0,4.0,3.0,0.0,5.0
0.0,6.0,3.0,80.0,8.0,4.0,3.0,7.0
0.0,18.0,5.0,160.0,3.0,3.0,0.0,7.0
0.0,6.0,5.0,180.0,4.0,0.0,2.0,7.0
1.0,21.0,3.0,730.0,4.0,0.0,5.0,5.0
0.0,18.0,3.0,155.0,8.0,1.0,4.0,7.0
1.0,6.0,6.0,705.0,6.0,2.0,1.0,7.0
0.0,9.0,5.0,155.0,10.0,0.0,2.0,7.0
0.0,3.0,5.0,90.0,3.0,4.0,3.0,7.0
0.0,27.0,6.0,160.0,10.0,0.0,2.0,7.0
0.0,12.0,5.0,155.0,0.0,3.0,0.0,7.0
2.0,6.0,6.0,1375.0,4.0,2.0,1.0,5.0
2.0,9.0,3.0,880.0,3.0,2.0,1.0,7.0
1.0,27.0,3.0,925.0,4.0,2.0,1.0,7.0
1.0,15.0,3.0,435.0,4.0,0.0,5.0,5.0
2.0,6.0,6.0,1210.0,1.0,2.0,1.0,7.0
2.0,6.0,6.0,1245.0,1.0,2.0,1.0,7.0
0.0,24.0,4.0,150.0,8.0,3.0,0.0,7.0
1.0,21.0,5.0,1430.0,4.0,3.0,0.0,5.0
1.0,3.0,6.0,1620.0,4.0,2.0,1.0,7.0
1.0,12.0,6.0,330.0,4.0,3.0,0.0,5.0
1.0,3.0,3.0,710.0,3.0,2.0,1.0,7.0
0.0,6.0,3.0,135.0,3.0,1.0,4.0,7.0
2.0,6.0,6.0,1470.0,1.0,2.0,1.0,7.0
0.0,21.0,5.0,140.0,8.0,1.0,4.0,6.0
1.0,27.0,6.0,390.0,6.0,2.0,1.0,7.0
1.0,1.0,6.0,1225.0,4.0,2.0,1.0,5.0
0.0,15.0,3.0,155.0,3.0,3.0,0.0,7.0
0.0,27.0,6.0,175.0,4.0,0.0,2.0,7.0
1.0,9.0,6.0,335.0,4.0,2.0,1.0,5.0
0.0,15.0,6.0,150.0,8.0,3.0,0.0,6.0
1.0,12.0,3.0,885.0,4.0,0.0,5.0,7.0
1.0,1.0,5.0,740.0,4.0,3.0,0.0,7.0
1.0,27.0,5.0,1530.0,4.0,2.0,1.0,7.0
1.0,27.0,5.0,335.0,4.0,2.0,1.0,5.0
1.0,6.0,3.0,705.0,6.0,2.0,1.0,7.0
0.0,24.0,3.0,175.0,3.0,0.0,5.0,7.0
1.0,24.0,3.0,340.0,8.0,3.0,0.0,7.0
1.0,9.0,6.0,245.0,1.0,3.0,0.0,7.0
1.0,21.0,3.0,480.0,3.0,2.0,1.0,7.0
0.0,9.0,4.0,165.0,2.0,0.0,2.0,7.0
0.0,12.0,3.0,160.0,3.0,3.0,0.0,7.0
0.0,24.0,5.0,175.0,8.0,0.0,2.0,7.0
1.0,6.0,5.0,955.0,0.0,3.0,0.0,7.0
2.0,9.0,4.0,1390.0,4.0,2.0,1.0,7.0
2.0,3.0,6.0,440.0,4.0,2.0,1.0,7.0
0.0,18.0,6.0,170.0,1.0,2.0,1.0,7.0
1.0,27.0,5.0,450.0,4.0,2.0,1.0,7.0
0.0,15.0,6.0,180.0,4.0,0.0,2.0,5.0
1.0,27.0,5.0,465.0,6.0,2.0,1.0,7.0
1.0,9.0,5.0,1520.0,4.0,3.0,0.0,7.0
2.0,24.0,6.0,625.0,6.0,2.0,1.0,7.0
2.0,9.0,4.0,1820.0,1.0,2.0,1.0,7.0
0.0,6.0,6.0,155.0,3.0,3.0,0.0,7.0
1.0,27.0,5.0,540.0,4.0,2.0,1.0,7.0
2.0,12.0,6.0,910.0,4.0,2.0,1.0,5.0
2.0,9.0,6.0,1700.0,1.0,3.0,0.0,7.0
0.0,24.0,4.0,180.0,4.0,0.0,2.0,7.0
0.0,27.0,4.0,165.0,4.0,0.0,2.0,5.0
1.0,15.0,5.0,295.0,3.0,2.0,1.0,7.0
0.0,15.0,6.0,160.0,3.0,3.0,0.0,7.0
1.0,1.0,3.0,1330.0,1.0,0.0,5.0,7.0
1.0,27.0,3.0,610.0,4.0,2.0,1.0,5.0
0.0,1.0,6.0,170.0,3.0,0.0,2.0,7.0
1.0,18.0,3.0,260.0,3.0,0.0,5.0,7.0
1.0,21.0,3.0,660.0,0.0,2.0,1.0,7.0
0.0,21.0,6.0,180.0,4.0,0.0,2.0,5.0
1.0,24.0,6.0,1355.0,4.0,2.0,1.0,5.0
0.0,9.0,6.0,185.0,4.0,0.0,2.0,7.0
0.0,24.0,3.0,160.0,8.0,3.0,0.0,6.0
0.0,27.0,6.0,170.0,10.0,0.0,2.0,7.0
1.0,6.0,3.0,1265.0,1.0,0.0,5.0,7.0
1.0,24.0,3.0,710.0,4.0,3.0,0.0,7.0
1.0,15.0,5.0,1535.0,1.0,2.0,1.0,7.0
1.0,12.0,6.0,925.0,6.0,2.0,1.0,7.0
0.0,3.0,3.0,145.0,3.0,1.0,4.0,7.0
1.0,9.0,4.0,220.0,0.0,3.0,0.0,7.0
0.0,9.0,3.0,175.0,3.0,0.0,5.0,7.0
0.0,15.0,4.0,190.0,10.0,2.0,1.0,7.0
1.0,24.0,5.0,710.0,0.0,3.0,0.0,7.0
0.0,9.0,4.0,170.0,3.0,0.0,2.0,7.0
0.0,3.0,4.0,170.0,8.0,0.0,2.0,6.0
0.0,3.0,6.0,90.0,3.0,4.0,3.0,7.0
1.0,9.0,5.0,690.0,6.0,2.0,1.0,7.0
1.0,27.0,3.0,530.0,6.0,2.0,1.0,7.0
1.0,12.0,6.0,1215.0,4.0,3.0,0.0,5.0
2.0,24.0,3.0,1210.0,1.0,3.0,0.0,7.0
1.0,18.0,3.0,965.0,4.0,0.0,5.0,5.0
1.0,6.0,3.0,755.0,6.0,2.0,1.0,7.0
2.0,9.0,5.0,1025.0,4.0,2.0,1.0,7.0
0.0,9.0,4.0,180.0,3.0,0.0,2.0,7.0
1.0,1.0,5.0,930.0,10.0,3.0,0.0,7.0
1.0,6.0,6.0,690.0,6.0,2.0,1.0,7.0
0.0,27.0,3.0,140.0,8.0,1.0,4.0,7.0
1.0,1.0,6.0,1425.0,4.0,2.0,1.0,5.0
0.0,18.0,6.0,90.0,8.0,4.0,3.0,6.0
0.0,18.0,5.0,155.0,3.0,3.0,0.0,7.0
1.0,27.0,5.0,1485.0,4.0,2.0,1.0,7.0
2.0,1.0,6.0,1295.0,4.0,2.0,1.0,7.0
1.0,9.0,5.0,330.0,0.0,2.0,1.0,7.0
1.0,15.0,5.0,735.0,1.0,2.0,1.0,7.0
1.0,3.0,3.0,485.0,3.0,2.0,1.0,7.0
1.0,21.0,5.0,300.0,4.0,2.0,1.0,5.0
0.0,6.0,6.0,170.0,8.0,0.0,2.0,6.0
1.0,1.0,3.0,385.0,6.0,2.0,1.0,7.0
0.0,9.0,3.0,165.0,1.0,0.0,5.0,7.0
2.0,6.0,6.0,765.0,1.0,3.0,0.0,7.0
1.0,12.0,3.0,950.0,4.0,0.0,5.0,5.0
2.0,3.0,6.0,1620.0,4.0,2.0,1.0,7.0
1.0,15.0,6.0,1585.0,1.0,2.0,1.0,7.0
0.0,9.0,3.0,175.0,2.0,0.0,5.0,7.0
2.0,6.0,6.0,1490.0,1.0,2.0,1.0,7.0
1.0,6.0,6.0,520.0,4.0,3.0,0.0,7.0
2.0,21.0,5.0,1545.0,1.0,2.0,1.0,7.0
0.0,18.0,4.0,170.0,3.0,0.0,2.0,7.0
1.0,3.0,6.0,375.0,6.0,2.0,1.0,7.0
1.0,12.0,6.0,630.0,6.0,2.0,1.0,7.0
2.0,18.0,5.0,1560.0,1.0,2.0,1.0,7.0
1.0,12.0,6.0,1025.0,4.0,3.0,0.0,7.0
1.0,21.0,5.0,1280.0,4.0,2.0,1.0,5.0
1.0,21.0,3.0,335.0,4.0,2.0,1.0,7.0
0.0,18.0,5.0,170.0,3.0,0.0,2.0,7.0
1.0,24.0,3.0,1550.0,10.0,3.0,0.0,7.0
1.0,12.0,5.0,730.0,4.0,3.0,0.0,7.0
2.0,18.0,5.0,1025.0,4.0,2.0,1.0,7.0
1.0,6.0,3.0,510.0,6.0,2.0,1.0,7.0
1.0,9.0,3.0,1385.0,4.0,2.0,1.0,7.0
1.0,15.0,5.0,560.0,3.0,2.0,1.0,7.0
1.0,18.0,5.0,475.0,4.0,3.0,0.0,5.0
0.0,18.0,5.0,90.0,4.0,4.0,3.0,7.0
0.0,12.0,4.0,170.0,3.0,0.0,2.0,7.0
0.0,21.0,5.0,135.0,8.0,1.0,4.0,6.0
1.0,6.0,6.0,600.0,4.0,2.0,1.0,7.0
0.0,3.0,3.0,155.0,11.0,0.0,5.0,7.0
1.0,15.0,5.0,465.0,6.0,2.0,1.0,7.0
0.0,9.0,4.0,175.0,8.0,0.0,2.0,7.0
1.0,6.0,5.0,1580.0,10.0,3.0,0.0,7.0
0.0,12.0,4.0,160.0,10.0,0.0,2.0,7.0
1.0,9.0,5.0,660.0,6.0,2.0,1.0,7.0
