Total_Stops,Day_of_Journey,Month_of_Journey,Flight_Duration,Airline,Source,Destination,Additional_Info
1.0,21.0,3.0,0.13857548447032952,6.0,2.0,1.0,7.0
0.0,24.0,3.0,-0.9985319768579347,8.0,0.0,5.0,6.0
0.0,27.0,5.0,-0.9985319768579347,3.0,0.0,2.0,7.0
0.0,3.0,5.0,-1.0708933607606426,1.0,1.0,4.0,7.0
1.0,15.0,5.0,0.6451051717892836,1.0,3.0,0.0,7.0
2.0,27.0,6.0,1.1206228374356486,4.0,2.0,1.0,5.0
0.0,9.0,3.0,-0.9468452740702864,4.0,2.0,1.0,5.0
1.0,1.0,5.0,1.7925499736750776,4.0,3.0,0.0,7.0
0.0,24.0,3.0,-0.9985319768579347,3.0,0.0,5.0,7.0
0.0,18.0,6.0,-0.9778572957428754,3.0,0.0,2.0,7.0
0.0,3.0,4.0,-0.9985319768579347,0.0,0.0,2.0,7.0
1.0,24.0,3.0,0.6657798529043429,4.0,3.0,0.0,7.0
2.0,1.0,3.0,0.5210570850989275,1.0,0.0,5.0,7.0
0.0,6.0,3.0,-1.0708933607606426,10.0,1.0,4.0,7.0
1.0,6.0,5.0,-0.543688992326629,6.0,2.0,1.0,7.0
1.0,6.0,3.0,1.7615379520024885,10.0,4.0,3.0,7.0
1.0,6.0,6.0,0.1902621872579779,1.0,3.0,0.0,7.0
1.0,3.0,4.0,2.04064614705579,1.0,2.0,1.0,7.0
1.0,3.0,6.0,-0.07850866723779366,6.0,2.0,1.0,7.0
1.0,15.0,5.0,-0.04749664556520463,3.0,2.0,1.0,7.0
0.0,24.0,5.0,-1.0708933607606426,10.0,1.0,4.0,7.0
1.0,24.0,6.0,-0.057833986122734306,3.0,2.0,1.0,7.0
0.0,24.0,4.0,-0.9985319768579347,10.0,0.0,2.0,7.0
0.0,6.0,5.0,-1.1639294257784096,1.0,4.0,3.0,7.0
2.0,21.0,5.0,0.30397293339080433,1.0,2.0,1.0,7.0
0.0,12.0,3.0,-1.0708933607606426,3.0,1.0,4.0,7.0
0.0,1.0,6.0,-1.1742667663359392,4.0,4.0,3.0,7.0
1.0,9.0,3.0,1.937272741480493,4.0,0.0,5.0,5.0
1.0,24.0,6.0,-0.4403155867513323,6.0,2.0,1.0,5.0
2.0,24.0,6.0,0.32464761450586366,4.0,2.0,1.0,7.0
1.0,21.0,3.0,-0.7297611223621632,3.0,2.0,1.0,7.0
0.0,9.0,3.0,-1.0088693174154644,10.0,0.0,5.0,7.0
0.0,3.0,4.0,-0.9985319768579347,2.0,0.0,2.0,7.0
0.0,3.0,4.0,-1.1639294257784096,3.0,4.0,3.0,7.0
1.0,15.0,6.0,1.017249431860352,4.0,2.0,1.0,5.0
0.0,21.0,3.0,-1.0708933607606426,8.0,1.0,4.0,6.0
1.0,9.0,6.0,0.49004506342633847,4.0,3.0,0.0,5.0
0.0,24.0,3.0,-1.0192066579729941,4.0,0.0,5.0,7.0
1.0,6.0,5.0,1.3997310324889498,4.0,3.0,0.0,7.0
1.0,27.0,6.0,-0.16120739169803106,3.0,2.0,1.0,7.0
1.0,18.0,5.0,-0.10952068891038269,6.0,2.0,1.0,7.0
1.0,6.0,3.0,1.2963576269136532,4.0,0.0,5.0,5.0
1.0,24.0,6.0,-0.6780744195745149,3.0,2.0,1.0,7.0
2.0,6.0,6.0,0.9759000696302332,4.0,2.0,1.0,7.0
1.0,1.0,4.0,0.17992484670044823,4.0,3.0,0.0,5.0
1.0,24.0,5.0,0.8828640046124662,4.0,3.0,0.0,5.0
1.0,27.0,5.0,-0.20255675392814976,6.0,2.0,1.0,7.0
1.0,6.0,3.0,0.024864738337503092,6.0,2.0,1.0,7.0
1.0,12.0,3.0,0.8208399612672881,4.0,0.0,5.0,7.0
2.0,6.0,3.0,0.30397293339080433,1.0,2.0,1.0,7.0
0.0,21.0,4.0,-1.0295439985305237,1.0,3.0,0.0,7.0
0.0,21.0,6.0,-1.050218679645583,3.0,1.0,4.0,7.0
0.0,15.0,5.0,-1.0192066579729941,8.0,0.0,2.0,6.0
0.0,3.0,6.0,-0.9778572957428754,4.0,0.0,2.0,5.0
0.0,18.0,6.0,-1.1742667663359392,4.0,4.0,3.0,7.0
2.0,12.0,6.0,0.7071292151344617,4.0,2.0,1.0,7.0
1.0,15.0,5.0,0.17992484670044823,4.0,3.0,0.0,7.0
1.0,9.0,6.0,0.16958750614291854,4.0,3.0,0.0,7.0
1.0,24.0,6.0,-0.41964090563627293,4.0,2.0,1.0,5.0
1.0,12.0,5.0,1.6271525247546028,1.0,3.0,0.0,7.0
0.0,1.0,5.0,-1.0088693174154644,1.0,0.0,2.0,7.0
2.0,18.0,5.0,-0.24390611615826846,4.0,2.0,1.0,5.0
1.0,27.0,3.0,-0.46099026786639163,6.0,2.0,1.0,7.0
1.0,27.0,3.0,0.44869570119621977,6.0,2.0,1.0,7.0
2.0,9.0,5.0,2.412790407126858,1.0,2.0,1.0,7.0
2.0,24.0,5.0,1.1206228374356486,4.0,2.0,1.0,7.0
1.0,18.0,3.0,0.5107197445413978,4.0,0.0,5.0,7.0
0.0,12.0,4.0,-0.988194636300405,3.0,0.0,2.0,7.0
1.0,12.0,5.0,0.2316115494880966,10.0,3.0,0.0,7.0
1.0,6.0,3.0,-0.08884600779532334,4.0,2.0,1.0,7.0
1.0,27.0,6.0,-0.6160503762293368,2.0,2.0,1.0,7.0
1.0,18.0,5.0,0.5624064473290462,6.0,2.0,1.0,7.0
1.0,6.0,3.0,0.6451051717892836,1.0,2.0,1.0,7.0
1.0,3.0,3.0,-0.08884600779532334,6.0,2.0,1.0,7.0
0.0,12.0,6.0,-1.0192066579729941,10.0,0.0,2.0,7.0
1.0,9.0,5.0,0.12823814391279983,4.0,2.0,1.0,7.0
0.0,9.0,4.0,-1.0192066579729941,8.0,0.0,2.0,7.0
0.0,3.0,5.0,-1.1742667663359392,1.0,4.0,3.0,7.0
1.0,6.0,5.0,0.3970089984085714,4.0,3.0,0.0,5.0
1.0,1.0,3.0,1.1619721996657673,1.0,2.0,1.0,7.0
0.0,12.0,5.0,-1.050218679645583,3.0,1.0,4.0,7.0
2.0,21.0,5.0,1.523779119179306,1.0,3.0,0.0,7.0
1.0,12.0,6.0,0.9035386857275255,4.0,3.0,0.0,7.0
1.0,6.0,5.0,0.634767831231754,4.0,3.0,0.0,7.0
0.0,24.0,6.0,-0.9985319768579347,3.0,0.0,2.0,7.0
0.0,3.0,6.0,-1.0605560202031128,3.0,1.0,4.0,7.0
1.0,21.0,3.0,-0.3576168622910949,1.0,0.0,5.0,7.0
1.0,15.0,6.0,0.7484785773645803,4.0,2.0,1.0,5.0
0.0,12.0,5.0,-0.9571826146278161,10.0,2.0,1.0,7.0
0.0,15.0,6.0,-1.0088693174154644,3.0,3.0,0.0,7.0
1.0,21.0,5.0,0.38667165785104174,6.0,2.0,1.0,7.0
2.0,18.0,5.0,1.6064778436395435,4.0,2.0,1.0,7.0
2.0,6.0,6.0,1.3377069891437718,4.0,2.0,1.0,7.0
2.0,27.0,6.0,1.2860202863561234,1.0,2.0,1.0,7.0
0.0,24.0,5.0,-1.0088693174154644,4.0,0.0,2.0,5.0
1.0,3.0,3.0,-0.006147283335085932,4.0,2.0,1.0,7.0
1.0,9.0,4.0,-0.3576168622910949,6.0,2.0,1.0,7.0
1.0,6.0,6.0,-0.32660484061850587,2.0,3.0,0.0,7.0
1.0,15.0,6.0,-0.6780744195745149,3.0,2.0,1.0,7.0
1.0,9.0,6.0,-0.28525547838838716,3.0,2.0,1.0,7.0
1.0,21.0,5.0,0.11790080335527017,6.0,2.0,1.0,7.0
1.0,21.0,5.0,2.0716581687283786,4.0,3.0,0.0,5.0
2.0,3.0,6.0,-0.3059301595034465,4.0,2.0,1.0,5.0
1.0,3.0,4.0,1.2446709241260048,1.0,2.0,1.0,7.0
1.0,24.0,6.0,-0.7504358034772225,3.0,2.0,1.0,7.0
1.0,9.0,6.0,-0.3369421811760355,6.0,2.0,1.0,7.0
0.0,3.0,4.0,-1.0605560202031128,8.0,3.0,0.0,7.0
2.0,21.0,3.0,1.6788392275422512,4.0,2.0,1.0,5.0
0.0,27.0,6.0,-0.9985319768579347,2.0,0.0,2.0,7.0
1.0,12.0,5.0,0.17992484670044823,4.0,3.0,0.0,7.0
1.0,24.0,5.0,0.16958750614291854,4.0,3.0,0.0,5.0
2.0,9.0,5.0,1.5754658219669544,1.0,3.0,0.0,7.0
2.0,27.0,6.0,0.7071292151344617,4.0,2.0,1.0,7.0
0.0,3.0,3.0,-0.9985319768579347,3.0,0.0,5.0,7.0
1.0,12.0,5.0,1.8442366764627258,4.0,3.0,0.0,5.0
1.0,6.0,3.0,1.8959233792503742,4.0,2.0,1.0,7.0
1.0,1.0,5.0,2.226718277091324,4.0,3.0,0.0,5.0
0.0,24.0,3.0,-1.0088693174154644,3.0,0.0,5.0,7.0
1.0,9.0,6.0,1.7822126331175479,1.0,3.0,0.0,7.0
1.0,9.0,5.0,-0.1922194133706201,3.0,2.0,1.0,7.0
1.0,12.0,6.0,-0.7917851657073413,8.0,2.0,1.0,7.0
1.0,27.0,5.0,0.5624064473290462,4.0,2.0,1.0,5.0
0.0,3.0,3.0,-1.1639294257784096,1.0,4.0,3.0,7.0
0.0,21.0,5.0,-1.0192066579729941,8.0,0.0,2.0,7.0
1.0,27.0,3.0,-0.21289409448567945,4.0,2.0,1.0,5.0
0.0,27.0,5.0,-1.0088693174154644,3.0,0.0,2.0,7.0
1.0,3.0,4.0,1.4514177352765982,4.0,2.0,1.0,5.0
0.0,18.0,4.0,-0.9675199551853457,1.0,2.0,1.0,7.0
1.0,9.0,6.0,0.07655144112515147,4.0,3.0,0.0,7.0
1.0,27.0,6.0,-0.17154473225556074,6.0,2.0,1.0,7.0
1.0,6.0,5.0,0.15925016558538888,4.0,3.0,0.0,5.0
1.0,12.0,6.0,0.8311773018248177,4.0,3.0,0.0,7.0
1.0,3.0,4.0,-0.7194237818046335,3.0,2.0,1.0,7.0
1.0,21.0,5.0,1.8545740170202556,10.0,3.0,0.0,7.0
1.0,6.0,5.0,1.1309601779931784,4.0,3.0,0.0,5.0
1.0,21.0,5.0,0.26262357116068563,6.0,2.0,1.0,7.0
1.0,1.0,6.0,0.9345507074001145,4.0,2.0,1.0,5.0
0.0,27.0,3.0,-1.1639294257784096,4.0,4.0,3.0,7.0
1.0,15.0,5.0,-0.17154473225556074,6.0,2.0,1.0,7.0
1.0,6.0,5.0,0.634767831231754,4.0,3.0,0.0,5.0
0.0,12.0,5.0,-1.0605560202031128,3.0,1.0,4.0,7.0
1.0,24.0,6.0,-0.7917851657073413,8.0,2.0,1.0,7.0
1.0,27.0,6.0,-0.6367250573443961,3.0,2.0,1.0,7.0
1.0,6.0,6.0,1.6478272058696621,4.0,3.0,0.0,5.0
0.0,3.0,6.0,-1.0295439985305237,3.0,3.0,0.0,7.0
0.0,12.0,6.0,-1.0088693174154644,0.0,0.0,2.0,7.0
1.0,3.0,3.0,-0.7400984629196928,3.0,0.0,5.0,7.0
1.0,27.0,3.0,1.8235619953476665,1.0,2.0,1.0,7.0
1.0,24.0,6.0,-0.5643636734416884,3.0,2.0,1.0,7.0
0.0,27.0,6.0,-0.9675199551853457,4.0,0.0,2.0,7.0
1.0,12.0,3.0,0.9655627290727036,4.0,0.0,5.0,5.0
0.0,27.0,6.0,-1.0708933607606426,8.0,1.0,4.0,6.0
1.0,12.0,6.0,0.15925016558538888,4.0,3.0,0.0,7.0
1.0,24.0,6.0,1.0585987940904706,4.0,2.0,1.0,5.0
0.0,18.0,3.0,-0.9985319768579347,1.0,0.0,5.0,7.0
1.0,27.0,3.0,-0.3059301595034465,6.0,2.0,1.0,7.0
1.0,24.0,3.0,-0.20255675392814976,2.0,3.0,0.0,7.0
0.0,3.0,6.0,-0.9985319768579347,1.0,0.0,2.0,7.0
0.0,24.0,4.0,-0.9468452740702864,3.0,2.0,1.0,7.0
0.0,18.0,5.0,-0.9985319768579347,1.0,2.0,1.0,7.0
1.0,3.0,6.0,0.17992484670044823,6.0,2.0,1.0,7.0
0.0,18.0,4.0,-0.988194636300405,4.0,0.0,2.0,7.0
1.0,27.0,3.0,-0.16120739169803106,3.0,2.0,1.0,7.0
0.0,27.0,6.0,-1.0295439985305237,10.0,0.0,2.0,7.0
1.0,21.0,5.0,-0.17154473225556074,4.0,3.0,0.0,5.0
2.0,18.0,5.0,2.2887423204365023,4.0,2.0,1.0,7.0
0.0,12.0,5.0,-0.988194636300405,3.0,0.0,2.0,7.0
1.0,6.0,6.0,-0.6987491006895742,8.0,2.0,1.0,7.0
1.0,6.0,6.0,-0.2232314350432091,6.0,2.0,1.0,7.0
1.0,3.0,6.0,-0.016484623892615607,6.0,2.0,1.0,7.0
1.0,1.0,6.0,-0.7400984629196928,3.0,2.0,1.0,7.0
0.0,24.0,6.0,-1.1639294257784096,4.0,4.0,3.0,5.0
1.0,9.0,6.0,0.09722612224021082,10.0,3.0,0.0,7.0
0.0,1.0,6.0,-1.0088693174154644,3.0,0.0,2.0,7.0
0.0,12.0,5.0,-0.988194636300405,4.0,0.0,2.0,7.0
1.0,9.0,6.0,-0.10952068891038269,6.0,2.0,1.0,7.0
0.0,12.0,4.0,-1.0088693174154644,1.0,0.0,2.0,7.0
1.0,12.0,6.0,-0.07850866723779366,1.0,2.0,1.0,7.0
0.0,18.0,3.0,-1.1742667663359392,4.0,4.0,3.0,5.0
1.0,9.0,5.0,-0.20255675392814976,6.0,2.0,1.0,7.0
2.0,9.0,6.0,1.4927670975067169,4.0,2.0,1.0,7.0
2.0,6.0,6.0,2.226718277091324,1.0,2.0,1.0,7.0
2.0,3.0,3.0,0.0,4.0,2.0,1.0,7.0
0.0,27.0,4.0,-0.9985319768579347,3.0,0.0,2.0,7.0
0.0,21.0,5.0,-1.1639294257784096,8.0,4.0,3.0,6.0
0.0,27.0,5.0,-1.1639294257784096,4.0,4.0,3.0,5.0
1.0,24.0,3.0,1.8338993359051963,1.0,3.0,0.0,7.0
0.0,12.0,4.0,-1.0295439985305237,1.0,3.0,0.0,7.0
1.0,18.0,5.0,-0.574701013999218,1.0,2.0,1.0,7.0
1.0,9.0,3.0,0.8208399612672881,4.0,2.0,1.0,5.0
1.0,1.0,5.0,-0.6367250573443961,3.0,2.0,1.0,7.0
0.0,1.0,5.0,-1.0295439985305237,0.0,3.0,0.0,7.0
1.0,6.0,3.0,1.813224654790137,4.0,2.0,1.0,7.0
1.0,18.0,5.0,0.3763343172935121,6.0,2.0,1.0,7.0
0.0,15.0,3.0,-0.988194636300405,3.0,0.0,5.0,7.0
1.0,24.0,6.0,-0.07850866723779366,6.0,2.0,1.0,7.0
1.0,18.0,3.0,-0.2749181378308575,4.0,0.0,5.0,7.0
1.0,6.0,6.0,-0.6677370790169851,4.0,3.0,0.0,5.0
1.0,9.0,6.0,0.13857548447032952,6.0,2.0,1.0,7.0
0.0,12.0,6.0,-1.0708933607606426,8.0,1.0,4.0,6.0
0.0,18.0,3.0,-1.0708933607606426,10.0,1.0,4.0,7.0
0.0,24.0,4.0,-0.9985319768579347,3.0,0.0,2.0,7.0
1.0,9.0,6.0,-0.21289409448567945,4.0,2.0,1.0,5.0
1.0,15.0,5.0,-0.057833986122734306,3.0,2.0,1.0,7.0
0.0,27.0,6.0,-1.0605560202031128,10.0,1.0,4.0,7.0
1.0,6.0,6.0,-0.7917851657073413,8.0,2.0,1.0,7.0
0.0,3.0,3.0,-0.9571826146278161,10.0,2.0,1.0,7.0
2.0,1.0,6.0,1.5651284814094246,1.0,2.0,1.0,7.0
1.0,24.0,5.0,2.04064614705579,4.0,3.0,0.0,5.0
1.0,27.0,3.0,0.21093686837303724,6.0,2.0,1.0,7.0
1.0,21.0,3.0,1.6581645464271917,1.0,2.0,1.0,7.0
0.0,21.0,3.0,-1.184604106893469,8.0,4.0,3.0,7.0
0.0,9.0,5.0,-1.0088693174154644,1.0,0.0,2.0,7.0
0.0,21.0,6.0,-0.9778572957428754,4.0,0.0,2.0,5.0
1.0,6.0,6.0,0.014527397779973418,4.0,2.0,1.0,7.0
2.0,3.0,6.0,0.32464761450586366,4.0,2.0,1.0,7.0
0.0,3.0,6.0,-0.9985319768579347,3.0,0.0,2.0,7.0
0.0,3.0,3.0,-0.988194636300405,2.0,0.0,5.0,7.0
0.0,18.0,3.0,-1.0088693174154644,3.0,3.0,0.0,7.0
1.0,9.0,3.0,0.045539419452562444,3.0,2.0,1.0,7.0
2.0,21.0,5.0,0.4590330417537494,1.0,3.0,0.0,7.0
1.0,21.0,3.0,0.3763343172935121,6.0,2.0,1.0,7.0
1.0,24.0,6.0,0.3970089984085714,3.0,2.0,1.0,7.0
1.0,12.0,6.0,0.5210570850989275,1.0,3.0,0.0,7.0
0.0,1.0,3.0,-1.0708933607606426,1.0,1.0,4.0,7.0
1.0,6.0,3.0,0.5107197445413978,4.0,0.0,5.0,5.0
1.0,1.0,5.0,0.25228623060315597,4.0,3.0,0.0,7.0
1.0,12.0,6.0,-0.2335687756007388,6.0,2.0,1.0,7.0
1.0,1.0,6.0,0.16958750614291854,1.0,2.0,1.0,7.0
2.0,6.0,6.0,-0.3989662245212136,6.0,2.0,1.0,7.0
1.0,9.0,4.0,2.04064614705579,1.0,2.0,1.0,7.0
0.0,15.0,3.0,-1.1742667663359392,3.0,4.0,3.0,7.0
0.0,27.0,3.0,-1.184604106893469,1.0,4.0,3.0,7.0
1.0,12.0,6.0,-0.6677370790169851,8.0,3.0,0.0,7.0
1.0,9.0,3.0,0.1075634627977405,1.0,2.0,1.0,7.0
0.0,24.0,6.0,-0.9468452740702864,3.0,2.0,1.0,7.0
1.0,12.0,6.0,1.7408632708874292,4.0,3.0,0.0,5.0
1.0,3.0,3.0,2.04064614705579,1.0,2.0,1.0,7.0
0.0,24.0,5.0,-0.988194636300405,4.0,0.0,2.0,5.0
1.0,6.0,6.0,0.7691532584796397,4.0,3.0,0.0,5.0
0.0,6.0,5.0,-1.0192066579729941,3.0,3.0,0.0,7.0
1.0,27.0,5.0,-0.3576168622910949,6.0,2.0,1.0,5.0
0.0,12.0,5.0,-0.9778572957428754,3.0,0.0,2.0,7.0
1.0,24.0,6.0,2.0716581687283786,4.0,2.0,1.0,5.0
1.0,27.0,5.0,-0.41964090563627293,4.0,2.0,1.0,5.0
2.0,12.0,3.0,1.4927670975067169,1.0,0.0,5.0,7.0
1.0,3.0,3.0,-0.28525547838838716,3.0,2.0,1.0,7.0
2.0,21.0,3.0,2.36110370433921,1.0,2.0,1.0,7.0
1.0,6.0,6.0,1.4100683730464796,4.0,3.0,0.0,5.0
0.0,6.0,3.0,-1.184604106893469,8.0,4.0,3.0,7.0
0.0,18.0,5.0,-1.0192066579729941,3.0,3.0,0.0,7.0
0.0,6.0,5.0,-0.9778572957428754,4.0,0.0,2.0,7.0
1.0,21.0,3.0,0.15925016558538888,4.0,0.0,5.0,5.0
0.0,18.0,3.0,-1.0295439985305237,8.0,1.0,4.0,7.0
1.0,6.0,6.0,0.1075634627977405,6.0,2.0,1.0,7.0
0.0,9.0,5.0,-1.0295439985305237,10.0,0.0,2.0,7.0
0.0,3.0,5.0,-1.1639294257784096,3.0,4.0,3.0,7.0
0.0,27.0,6.0,-1.0192066579729941,10.0,0.0,2.0,7.0
0.0,12.0,5.0,-1.0295439985305237,0.0,3.0,0.0,7.0
2.0,6.0,6.0,1.4927670975067169,4.0,2.0,1.0,5.0
2.0,9.0,3.0,0.46937038231127914,3.0,2.0,1.0,7.0
1.0,27.0,3.0,0.5624064473290462,4.0,2.0,1.0,7.0
1.0,15.0,3.0,-0.450652927308862,4.0,0.0,5.0,5.0
2.0,6.0,6.0,1.1516348591082377,1.0,2.0,1.0,7.0
2.0,6.0,6.0,1.2239962430109455,1.0,2.0,1.0,7.0
0.0,24.0,4.0,-1.0398813390880535,8.0,3.0,0.0,7.0
1.0,21.0,5.0,1.6064778436395435,4.0,3.0,0.0,5.0
1.0,3.0,6.0,1.999296784825671,4.0,2.0,1.0,7.0
1.0,12.0,6.0,-0.6677370790169851,4.0,3.0,0.0,5.0
1.0,3.0,3.0,0.11790080335527017,3.0,2.0,1.0,7.0
0.0,6.0,3.0,-1.0708933607606426,3.0,1.0,4.0,7.0
2.0,6.0,6.0,1.6891765680997808,1.0,2.0,1.0,7.0
0.0,21.0,5.0,-1.0605560202031128,8.0,1.0,4.0,6.0
1.0,27.0,6.0,-0.543688992326629,6.0,2.0,1.0,7.0
1.0,1.0,6.0,1.1826468807808268,4.0,2.0,1.0,5.0
0.0,15.0,3.0,-1.0295439985305237,3.0,3.0,0.0,7.0
0.0,27.0,6.0,-0.988194636300405,4.0,0.0,2.0,7.0
1.0,9.0,6.0,-0.6573997384594554,4.0,2.0,1.0,5.0
0.0,15.0,6.0,-1.0398813390880535,8.0,3.0,0.0,6.0
1.0,12.0,3.0,0.4797077228688088,4.0,0.0,5.0,7.0
1.0,1.0,5.0,0.17992484670044823,4.0,3.0,0.0,7.0
1.0,27.0,5.0,1.813224654790137,4.0,2.0,1.0,7.0
1.0,27.0,5.0,-0.6573997384594554,4.0,2.0,1.0,5.0
1.0,6.0,3.0,0.1075634627977405,6.0,2.0,1.0,7.0
0.0,24.0,3.0,-0.988194636300405,3.0,0.0,5.0,7.0
1.0,24.0,3.0,-0.6470623979019258,8.0,3.0,0.0,7.0
1.0,9.0,6.0,-0.8434718684949897,1.0,3.0,0.0,7.0
1.0,21.0,3.0,-0.3576168622910949,3.0,2.0,1.0,7.0
0.0,9.0,4.0,-1.0088693174154644,2.0,0.0,2.0,7.0
0.0,12.0,3.0,-1.0192066579729941,3.0,3.0,0.0,7.0
0.0,24.0,5.0,-0.988194636300405,8.0,0.0,2.0,7.0
1.0,6.0,5.0,0.6244304906742243,0.0,3.0,0.0,7.0
2.0,9.0,4.0,1.523779119179306,4.0,2.0,1.0,7.0
2.0,3.0,6.0,-0.4403155867513323,4.0,2.0,1.0,7.0
0.0,18.0,6.0,-0.9985319768579347,1.0,2.0,1.0,7.0
1.0,27.0,5.0,-0.41964090563627293,4.0,2.0,1.0,7.0
0.0,15.0,6.0,-0.9778572957428754,4.0,0.0,2.0,5.0
1.0,27.0,5.0,-0.3886288839636839,6.0,2.0,1.0,7.0
1.0,9.0,5.0,1.7925499736750776,4.0,3.0,0.0,7.0
2.0,24.0,6.0,-0.057833986122734306,6.0,2.0,1.0,7.0
2.0,9.0,4.0,2.412790407126858,1.0,2.0,1.0,7.0
0.0,6.0,6.0,-1.0295439985305237,3.0,3.0,0.0,7.0
1.0,27.0,5.0,-0.2335687756007388,4.0,2.0,1.0,7.0
2.0,12.0,6.0,0.5313944256564572,4.0,2.0,1.0,5.0
2.0,9.0,6.0,2.164694233746146,1.0,3.0,0.0,7.0
0.0,24.0,4.0,-0.9778572957428754,4.0,0.0,2.0,7.0
0.0,27.0,4.0,-1.0088693174154644,4.0,0.0,2.0,5.0
1.0,15.0,5.0,-0.7400984629196928,3.0,2.0,1.0,7.0
0.0,15.0,6.0,-1.0192066579729941,3.0,3.0,0.0,7.0
1.0,1.0,3.0,1.3997310324889498,1.0,0.0,5.0,7.0
1.0,27.0,3.0,-0.08884600779532334,4.0,2.0,1.0,5.0
0.0,1.0,6.0,-0.9985319768579347,3.0,0.0,2.0,7.0
1.0,18.0,3.0,-0.8124598468224006,3.0,0.0,5.0,7.0
1.0,21.0,3.0,0.014527397779973418,0.0,2.0,1.0,7.0
0.0,21.0,6.0,-0.9778572957428754,4.0,0.0,2.0,5.0
1.0,24.0,6.0,1.4514177352765982,4.0,2.0,1.0,5.0
0.0,9.0,6.0,-0.9675199551853457,4.0,0.0,2.0,7.0
0.0,24.0,3.0,-1.0192066579729941,8.0,3.0,0.0,6.0
0.0,27.0,6.0,-0.9985319768579347,10.0,0.0,2.0,7.0
1.0,6.0,3.0,1.265345605241064,1.0,0.0,5.0,7.0
1.0,24.0,3.0,0.11790080335527017,4.0,3.0,0.0,7.0
1.0,15.0,5.0,1.8235619953476665,1.0,2.0,1.0,7.0
1.0,12.0,6.0,0.5624064473290462,6.0,2.0,1.0,7.0
0.0,3.0,3.0,-1.050218679645583,3.0,1.0,4.0,7.0
1.0,9.0,4.0,-0.895158571282638,0.0,3.0,0.0,7.0
0.0,9.0,3.0,-0.988194636300405,3.0,0.0,5.0,7.0
0.0,15.0,4.0,-0.9571826146278161,10.0,2.0,1.0,7.0
